start_node,end_node,link_no,name,length,total_traffic,traffic_score,betweenness_score,economic_score,criticality_score,criticality_rank
"88.7517778,24.9172771","88.6661944,25.0086111",Z5456-1,Mohadebpur-Shibpur (int.with Z5464),15.145,1687.0,0.020671486337458644,0.0017559262510974535,0.26496739774748074,0.188040385465456,325.0
"91.1467497,23.3564722","91.1385274,23.3540833",R140-4,Lalmai(Int.with R141)-Mogbari(int.with Z1401),0.873,9765.0,0.1196544541110158,0.04126426690079016,0.21259600614439325,0.18742969569347007,326.0
"89.0165833,26.0197216","88.9201382,26.1499441",Z5703-1,Jaldhaka-Dimla (int.with Z5054),21.63,2336.0,0.02862394314422252,0.000877963125548727,0.2611301369863014,0.18662653332693602,327.0
"88.8589722,26.1041667","88.9309438,26.0919719",Z5704-1,Boragarirhat-Bhadur Dargah,7.89,2336.0,0.02862394314422252,0.0,0.2611301369863014,0.18627534807671653,328.0
"92.0995274,21.4494719","92.0951941,21.4284993",N1-63,Ramu (Int.with Z1001)-Ramu Intersection N109,2.493,4843.0,0.059343217742923664,0.15364354697102722,0.162915548213917,0.18596910581045933,329.0
"90.3142222,23.5950274","90.295833,23.542833",N8-8,Int.with Z8003 (Hashara)-Srinagar(Int.with R820),6.368,6557.0,0.0803455458889842,0.16769095697980685,0.1485435412536221,0.18585144458489572,330.0
"90.383166,24.4454997","89.9735271,24.4781382",Z3037-1,Bhoradoba-Ghatail (int.with N4),49.145,2271.0,0.027827472123514274,0.000877963125548727,0.26023778071334214,0.1858502462847825,331.0
"89.4703327,23.5199716","89.429916,23.4907219",N7-9,Ramnagar (Magura) Int.with Z7007-Int.with Z7012,5.415,8186.0,0.10030633500796471,0.0026338893766461808,0.23723430246762767,0.18514332794544106,332.0
"91.1723327,23.419166","91.1467497,23.3564722",R140-3,Paduar Bazar(Int.with N1)-Lalmai(Int.with R141),7.597,9765.0,0.1196544541110158,0.033362598770851626,0.21259600614439325,0.18426902844149468,333.0
"91.7573333,22.3996108","91.7822771,22.3586667",N1-37,Fouzderhat Z1016 - Alonker Cinema Hall (Chittagong),4.348,9550.0,0.11701997304251929,0.051799824407374885,0.2025130890052356,0.18414549345342496,334.0
"92.0304993,22.2131389","92.0453608,22.1917219",N1-47,Khanhat Int.with Z1026 - Hashimpur Z1036,3.031,13742.0,0.16838622717804191,0.11764705882352941,0.1488866249454228,0.18367923645400192,335.0
"89.5288327,22.7981386","89.2924163,22.8373886",R760-2,Intersection With N709 - Chuknagar ( Int with R755),25.631,6387.0,0.07826246783482417,0.0026338893766461808,0.23813997181775481,0.18136075227460774,336.0
"89.3506111,23.7912219","89.3091389,23.801",R710-4,Tottipur(int.with R712)-Khoksha(Int.with Z7105),5.14,6859.0,0.08404607278519789,0.10798946444249341,0.1752442046945619,0.1811723215891105,337.0
"89.2924163,22.8373886","89.0682771,22.7216938",R760-3,Chuknagar ( Int with R755)- Satkhira,28.254,6387.0,0.07826246783482417,0.0017559262510974535,0.23813997181775481,0.18100956702438825,338.0
"92.0951941,21.4284993","92.023166,21.4258604",N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110,8.006,4843.0,0.059343217742923664,0.14047410008779632,0.162915548213917,0.18070132705716696,339.0
"89.4190827,23.4856386","89.4122778,23.4853608",N7-12,Int.with N702-Int.with Z7011,0.7,8284.0,0.10150716823918637,0.021949078138718173,0.21897633993239982,0.18048565242788214,340.0
"91.7822771,22.3586667","91.8570278,22.3108333",N1-38,Chittagong (Badderhat)-Maizzertek int with Z1804,15.139,9550.0,0.11701997304251929,0.04126426690079016,0.2025130890052356,0.17993127045079105,341.0
"89.4113611,24.0317216","89.2586111,24.0075",N6-5,Atikula(Int. with Z6030)-Pabna (Central Bus Terminal) (Int.with N604),16.231,6766.0,0.08290650655556916,0.13081650570676032,0.16050842447531777,0.1798866139394392,342.0
"88.5540833,26.1976108","88.5535833,26.3212771",N5-63,Boda (int.with Z5003)-Panchgarh Sugar Mill (int. with Z5021),14.055,9597.0,0.11759588285749295,0.21685689201053557,0.09846827133479212,0.17834485050869092,343.0
"91.8215827,22.3935552","91.8070833,22.4984441",N106-1,Chittagong (Oxygen More)-Hathazari (Int. with R160),12.192,17792.0,0.21801249846832496,0.007023705004389816,0.1907036870503597,0.1782682958807139,344.0
"90.3541634094818,23.657627364498342","90.3324993,23.6157778",N8-5,Baorvita (Int.with Z5069)-Nimtali (Int.with Z8005),5.32,8272.0,0.10136012743536331,0.11764705882352941,0.15945357833655707,0.17758021780588895,345.0
"91.8570278,22.3108333","91.8696382,22.2916663",N1-39,Maizzertek Int with Z1804-Sikolbaha Int with Z1018,2.552,9550.0,0.11701997304251929,0.02897278314310799,0.2025130890052356,0.1750146769477182,346.0
"91.9530278,22.2008333","91.9678049,22.2034444",Z1054-1,Barkal Bridge-Barkal Union,1.675,1732.0,0.021222889351795123,0.0017559262510974535,0.24595842956120093,0.17500748818709827,347.0
"90.3434163,23.7985552","90.3410552,23.8508611",N501-1,Diabari More-Birulia (Int.with N511),6.611,11346.0,0.13902708001470407,0.0017559262510974535,0.2117045654856337,0.17488452485014894,348.0
"90.3410552,23.8508611","90.3618056,23.8922497",N501-2,Birulia (Int.with N511)-Dhour (Int.with N302),5.331,11346.0,0.13902708001470407,0.000877963125548727,0.2117045654856337,0.17453333959992945,349.0
"90.7249438,23.5337219","90.71475,23.5401386",Z1055-1,Int.with N1-Old ferryghat,1.3,1732.0,0.021222889351795123,0.0,0.24595842956120093,0.1743051176866593,350.0
"89.6974441,24.2931108","89.6979997,24.2337497",Z5409-3,Belkuchi(int.with Z5058)-Enayetpur (int.with Z5410),7.293,11342.0,0.13897806641342972,0.2317822651448639,0.07741139128901428,0.17403229168714873,351.0
"91.9916941,22.2862497","92.0304993,22.2131389",N1-46,Patiya (Int.with Z1039)-Khanhat Int.with Z1026,9.572,14826.0,0.18166891312339173,0.09745390693590869,0.1407662215027654,0.1726439047794577,352.0
"88.6464719,25.6509167","88.6347497,25.6215827",N508-2,Dinajpur Govt. College (Int.with R586),3.83,3187.0,0.03905158681534126,0.000877963125548727,0.2362723564480703,0.17152489923649702,353.5
"88.6736938,25.7565556","88.6464719,25.6509167",N508-1,Beldanga (10 mile)-Dinajpur Govt. College (Int.with R586),12.145,3187.0,0.03905158681534126,0.000877963125548727,0.2362723564480703,0.17152489923649702,353.5
"90.4353608,23.7021389","90.432416,23.6919719",N8-1,Jatrabari-Jurain (int.with R810),1.275,26873.0,0.3292856267614263,0.026338893766461813,0.1368287872585867,0.1709988220553108,355.0
"90.647583,22.7884997","90.8106389,22.9324993",N809-6,Maju Chowdhury Ghat-Terobaki (Int.with R147),24.017,1249.0,0.015304496997916922,0.009657594381035995,0.23698959167333866,0.17078324444516058,356.0
"90.5136111,24.5587222","90.5606667,24.56325",Z3034-2,Balipara (Int.with Z3033)-Modhupur Bazar(Int.with Z3615),5.076,2410.0,0.029530694767798064,0.0026338893766461808,0.23692946058091285,0.17077742616663613,357.0
"89.4414997,24.0337497","89.4113611,24.0317216",N6-4,Madhpur(Int. with Z6026)-Atikula (Int. with Z6030),2.915,6766.0,0.08290650655556916,0.10798946444249341,0.16050842447531777,0.17075579743373243,358.0
"90.3947497,24.5827771","90.5136111,24.5587222",Z3034-1,Trisal-Balipara (Int.with Z3033),13.31,2410.0,0.029530694767798064,0.0017559262510974535,0.23692946058091285,0.17042624091641664,359.5
"90.5606667,24.56325","90.6054167,24.5719438",Z3034-3,Modhupur Bazar(Int.with Z3615)-Kanurampur,4.711,2410.0,0.029530694767798064,0.0017559262510974535,0.23692946058091285,0.17042624091641664,359.5
"90.5607778,24.11425","90.568916,24.120416",R312-3,Kapasia (Int.with Z3025 - Int.with R313),1.086,5479.0,0.06713638034554589,0.007023705004389816,0.22285088519802884,0.1703202830914503,361.0
"90.3340552,22.605","90.3331104,22.5411386",N8-29,Bakerkathi (Int.with Z8047) -Bakerganj (Int.with Z8810 ),7.382,5303.0,0.06497978188947433,0.0755048287971905,0.18366962096926268,0.17019070918617515,362.0
"91.1047222,22.9447497","91.0971386,22.8833886",N104-9,Chowmohoni (Int.with R142 & R140)-Maijdee Bazar(Int.with R143),6.997,9582.0,0.11741208185271412,0.01755926251097454,0.2018367772907535,0.17006007511453028,363.0
"90.55934892317072,24.114074520731705","90.5607778,24.11425",R312-2,Kapasia (Int.with R313 - Int.with Z3025),0.148,5479.0,0.06713638034554589,0.006145741878841088,0.22285088519802884,0.16996909784123082,364.0
"91.6774993,24.6264993","91.7568889,24.7260827",N2-20,Sherpur (Int.with N207)-Tajpur(Int.with Z2022),14.191,7080.0,0.08675407425560593,0.016681299385425813,0.21101694915254238,0.16992464137201424,365.0
"91.8696382,22.2916663","91.8915552,22.3",N1-40,Sikolbaha Int with Z1018-Santirhat Int. with Z1071,2.511,9550.0,0.11701997304251929,0.014925373134328358,0.2025130890052356,0.16939571294420633,366.0
"91.6312493,24.6134167","91.6774993,24.6264993",N2-19,Auskandi (Int.with R241)-Sherpur (Int.with N207),5.122,7080.0,0.08675407425560593,0.014925373134328358,0.21101694915254238,0.16922227087157526,367.0
"91.896583,24.8479997","91.8753604,24.8775549",N208-5,Royal City Chottor(int.with N210)-Int.with N2,4.153,11052.0,0.1354245803210391,0.012291483757682176,0.19824466159971046,0.16907180322419196,368.0
"90.8106389,22.9324993","90.8137222,22.946333",N809-7,Terobaki (Int.with R147)-Lakshmipur New Bus terminal,1.638,1249.0,0.015304496997916922,0.0052677787532923615,0.23698959167333866,0.1690273181940631,369.0
"90.4018611,24.095583","90.55934892317072,24.114074520731705",R312-1,"Rajendrapur Chourasta (road start, int with N3) - Kapasia (Int.with R313)",17.281,5479.0,0.06713638034554589,0.003511852502194908,0.22285088519802884,0.16891554209057233,370.0
"90.3617222,22.6568056","90.3420274,22.6355274",N8-27,Barisal University (Int.with N801-Dapdapia Ferryghat (North End) Int. with Z8056,3.947,6190.0,0.07584854797206225,0.11764705882352941,0.154281098546042,0.16890154672616237,371.0
"90.7480274,24.4293049","90.7513611,24.4004167",R360-7,Kishoreganj (Int.with Z3604)-Kishoreganj (Int.with Z3616),3.308,3053.0,0.037409631172650414,0.04828797190517998,0.20537176547658043,0.16879522972795133,372.5
"90.7711382,24.4688049","90.7480274,24.4293049",R360-6,"Battali, Kishoreganj (int with R364) - Kishoreganj (Int.with Z3604)",5.195,3053.0,0.037409631172650414,0.04828797190517998,0.20537176547658043,0.16879522972795133,372.5
"90.3567778,22.6856386","90.3471941,22.678666",N8-25,Barisal Medical More (int.with N809) -Barisal (Rupatali Bus Stand) R870,1.24,7910.0,0.0969243965200343,0.1527655838454785,0.12718078381795195,0.16842643097269303,374.0
"90.7513611,24.4004167","90.7967219,24.2523333",R360-8,Kishoreganj (Int.with Z3616) - Katiadi (int with R211),18.076,3053.0,0.037409631172650414,0.046532045654082525,0.20537176547658043,0.16809285922751233,375.5
"90.7399163,24.5765549","90.7711382,24.4688049",R360-5,"Nandail Chourasta (int with Z3607) - Battali, Kishoreganj (int with R364)",12.797,3053.0,0.037409631172650414,0.046532045654082525,0.20537176547658043,0.16809285922751233,375.5
"90.3881941,24.4781938","90.3947497,24.5827493",N3-16R,Bagarbazar (Int.with Z3032)-Trisal (Int.with Z3034)(Left) (Right),11.288,4239.0,0.051942163950496265,0.004389815627743634,0.22505307855626328,0.16775052425731962,377.0
"88.491333,26.4702771","88.540833,26.3305549",Z5060-1,Bhajanpur (Nijbari)-Mirganj (C&B More),17.405,1177.0,0.014422252174978556,0.0,0.23789294817332202,0.16736835634145994,378.0
"91.8619167,22.9462774","91.8734993,23.0420274",R160-6,Jaliapara (int with R160 & Z1602) - Matiranga (int with Z1608),13.394,1626.0,0.019924028918024753,0.035996488147497806,0.21525215252152521,0.167213011476113,379.5
"91.8734993,23.0420274","91.9725271,23.0946941",R160-7,Matiranga (int with Z1608) - Khagrachhari (Int.with R162),15.825,1626.0,0.019924028918024753,0.035996488147497806,0.21525215252152521,0.167213011476113,379.5
"90.41,24.7163889","90.4093056,24.746583",N3-18R,Int.with N309-Charpara More (Int.with R370)(Left) (Right),3.415,4239.0,0.051942163950496265,0.0026338893766461808,0.22505307855626328,0.16704815375688065,381.5
"90.3832216,24.4455552","90.3881941,24.4781938",N3-15R,Bharadoba(Int.with Z3037) -Bagarbazar (Int.with Z3032)(Left) (Right),4.828,4239.0,0.051942163950496265,0.0026338893766461808,0.22505307855626328,0.16704815375688065,381.5
"90.7967219,24.2523333","90.8255827,24.2386663",R360-9,Katiadi (int with R211) - Ujanchar (int with Z3601),3.375,3053.0,0.037409631172650414,0.04302019315188762,0.20537176547658043,0.16668811822663437,383.5
"90.61010048208092,24.57317323179191","90.7399163,24.5765549",R360-4,Kanurampur (int with Z3034) - Nandail Chourasta (int with Z3607),14.093,3053.0,0.037409631172650414,0.04302019315188762,0.20537176547658043,0.16668811822663437,383.5
"91.8373052,22.8421108","91.8619167,22.9462774",R160-5,Manikchhari (int with Z1601) - Jaliapara (int with R160 & Z1602),14.751,1626.0,0.019924028918024753,0.03424056189640035,0.21525215252152521,0.16651064097567403,385.5
"91.9725271,23.0946941","91.979416,23.1137222",R160-8,Khagrachhari (Int.with R162) - Chengi Square Khagrachhari (int with Z1603 & Z1604),3.172,1626.0,0.019924028918024753,0.03424056189640035,0.21525215252152521,0.16651064097567403,385.5
"91.9235827,22.3158889","91.9803049,22.295333",N1-43,Mansertek(Int.with N107)- Patiya (Int.with Z1059),6.935,10115.0,0.12394314422252176,0.028094820017559263,0.18803756796836382,0.16603946338818854,387.0
"91.9821104,22.2933608","91.9916941,22.2862497",N1-45,Patiya Dakbanglo (Int.with Z1057) - Patiya (Int.with Z1039),1.34,14826.0,0.18166891312339173,0.08077260755048288,0.1407662215027654,0.16597138502528738,388.0
"89.6989719,23.684333","89.8086944,23.5884997",N7-4,"Ahladipur, Int.with R710-Goalchamot (Faridpur) Int.with N804",15.76,7099.0,0.0869868888616591,0.006145741878841088,0.2111565009156219,0.16585347014931384,389.0
"91.784083,22.708","91.8373052,22.8421108",R160-4,Haidchakia (int with R151) - Manikchhari (int with Z1601),18.33,1626.0,0.019924028918024753,0.030728709394205446,0.21525215252152521,0.16510589997479605,390.0
"89.7186938,22.7731104","89.6496386,22.7374441",N805-16,Fakirhat (Int.with R771)- Noapara (Int.with R770),8.53,5239.0,0.06419556426908467,0.0026338893766461808,0.21855315899980912,0.16500466043322892,391.0
"89.8086944,23.5884997","89.7243882,23.5331938",N7-5,"Goalchamot (Faridpur) Int.with N804-Maijkandi, Int.with Z7001",12.461,7099.0,0.0869868888616591,0.003511852502194908,0.2111565009156219,0.16479991439865535,392.0
"91.9194716,22.5347219","92.0162222,22.5524444",N106-5,Raozan (Int.with Z1012)-Ranirhat (Int.with Z1613),11.972,2443.0,0.029935056978311482,0.02107111501316945,0.21735571019238642,0.164699509358072,393.0
"90.8255827,24.2386663","90.8757493,24.1842219",R360-10,Ujanchar (int with Z3601) - Agarpur (int with R212),8.037,3053.0,0.037409631172650414,0.03775241439859525,0.20537176547658043,0.16458100672531742,394.0
"92.0162222,22.5524444","92.0454719,22.5774993",N106-6,Ranirhat (Int.with Z1613)-Gabtoli (Int.with Z1617),4.575,2443.0,0.029935056978311482,0.02019315188762072,0.21735571019238642,0.1643483241078525,395.0
"92.0454719,22.5774993","92.0964719,22.6088889",N106-7,Gabtoli (Int.with Z1617)-Ghagra (Int. with R161),7.054,2443.0,0.029935056978311482,0.01755926251097454,0.21735571019238642,0.16329476835719403,396.0
"89.0328882,22.6887219","88.9468608,22.669416",N715-1,Alipur(Int.with Z7602)-Bhomra,9.225,14170.0,0.17363068251439776,0.000877963125548727,0.1853211009174312,0.16321200905613148,397.0
"89.7422497,23.7172216","89.6989719,23.684333",N7-3,"Goalanda (Zamindar Bridge) Z7108-Ahladipur, Int.with R710",6.11,6598.0,0.08084793530204631,0.007023705004389816,0.20839648378296455,0.1630685340631255,398.0
"88.8886663,23.0399163","88.9162222,23.0476941",N711-1,Benapole East-Benapole West,3.58,14170.0,0.17363068251439776,0.0,0.1853211009174312,0.162860823805912,399.0
"90.8757493,24.1842219","90.8957497,24.1597778",R360-11,Agarpur (int with R212) - Bajra Bus Stand (int with Z3609),3.465,3053.0,0.037409631172650414,0.030728709394205446,0.20537176547658043,0.1617715247235615,400.0
"90.3471941,22.678666","90.3617222,22.6568056",N8-26,Barisal (Rupatali Bus Stand) R870-Barisal University (Int.with N801),3.423,7910.0,0.0969243965200343,0.13608428446005266,0.12718078381795195,0.1617539112185227,401.0
"90.4047778,23.9930274","90.4170549,23.9968608",R310-2,Gazipur (Int.with Z3008) - Shibbari More (Int.with R311),1.329,17399.0,0.21319691214311973,0.000877963125548727,0.17167653313408818,0.16169113000825694,402.5
"90.381916,23.9894997","90.4047778,23.9930274",R310-1,"Joydebpur (road start, int with N3) - Gazipur (Int.with Z3008)",2.401,17399.0,0.21319691214311973,0.000877963125548727,0.17167653313408818,0.16169113000825694,402.5
"89.6013889,25.3178327","89.6083611,25.3264716",Z5559-1,Balashighat-Sayedpur,1.2,2330.0,0.028550422742310993,0.0,0.2240343347639485,0.16061187008723624,404.0
"91.3805549,23.0269438","91.4063056,23.0288049",Z1083-1,Salauddin School More-Sadar Hospital More,2.749,3952.0,0.04842543805906139,0.0,0.2173582995951417,0.15997092993341192,405.0
"90.8957497,24.1597778","90.96761216417912,24.07121247761194",R360-12,Bajra Bus Stand (int with Z3609) - Bhairab (int with Z3605),12.839,3053.0,0.037409631172650414,0.021949078138718173,0.20537176547658043,0.15825967222136658,406.0
"89.6496386,22.7374441","89.6349441,22.7409163",N805-17,Noapara (Int.with R770)-Katakhali Traffic More,1.58,5846.0,0.07163337826246784,0.0017559262510974535,0.2068080738966815,0.15802025303282433,407.5
"89.7350552,22.7997774","89.7186938,22.7731104",N805-15,Faltita(Int.with Z7801)-Fakirhat (Int.with R771),3.5,5846.0,0.07163337826246784,0.0017559262510974535,0.2068080738966815,0.15802025303282433,407.5
"88.5535833,26.3212771","88.549333,26.3268049",N5-64,"Panchgarh Sugar Mill, int. with Z5021-Panchgarh, int. with Z5001",0.86,9597.0,0.11759588285749295,0.1650570676031607,0.09846827133479212,0.15762492074574094,409.0
"89.1441941,25.3284993","89.0006667,25.3645278",R585-5,Bhaduria(Int.with Z5851)-Bejon(Int.with Z5864),15.41,6221.0,0.0762284033819385,0.03863037752414398,0.18357177302684455,0.15762299896604126,410.0
"88.9148333,23.9023056","88.8108056,23.8889719",R745-3,Sadarpur (int.with Z7465)-Bamundi (int.with Z7456),11.06,7013.0,0.0859330964342605,0.2273924495171203,0.07001283330956795,0.15655186161161952,411.0
"89.2524167,25.2565278","89.1441941,25.3284993",R585-4,Goraghat (Int.with Z5856)-Bhaduria(Int.with Z5851),14.376,6221.0,0.0762284033819385,0.03424056189640035,0.18357177302684455,0.15586707271494382,412.0
"88.9931386,23.9306382","88.9148333,23.9023056",R745-2,Mirpur Bus stand(int.with Z7451)-Sadarpur (int.with Z7465),8.903,7013.0,0.0859330964342605,0.22563652326602285,0.07001283330956795,0.15584949111118052,413.0
"91.9803049,22.295333","91.9821104,22.2933608",N1-44,Patiya (Int.with Z1059) - Patiya Dakbanglo (Int.with Z1057),0.326,14826.0,0.18166891312339173,0.05531167690956979,0.1407662215027654,0.15578701276892215,414.0
"89.0892219,23.9319716","88.9931386,23.9306382",R745-1,Kushtia (Trimohoni)-Mirpur Bus stand(int.with Z7451),9.906,7013.0,0.0859330964342605,0.2221246707638279,0.07001283330956795,0.15444475011030256,415.0
"90.3128611,23.7900274","90.2732771,23.7329716",Z5069-1,Turag-Kolatia(Int.with Z8002),10.22,2216.0,0.027153535105991913,0.0017559262510974535,0.21435018050541516,0.1543390466014731,416.0
"88.9039444,24.9650833","88.7603611,25.041333",R547-3,Badalgachhi(int.with Z5452)-Patnitala(int.with R545),17.32,3810.0,0.046685455213821836,0.009657594381035995,0.20393700787401575,0.15420622364400968,417.5
"88.7603611,25.041333","88.5282216,25.0174438",R547-4,Patnitala(int.with R545)-Saraigachhi (Int.with Z5456),35.695,3810.0,0.046685455213821836,0.009657594381035995,0.20393700787401575,0.15420622364400968,417.5
"90.96761216417912,24.07121247761194","90.9830271,24.05525",R360-13,"Bhairab (int with Z3605) - Bhairab Bazar (Durjoy Chattar) (road end, int with N2)",2.218,3053.0,0.037409631172650414,0.01141352063213345,0.20537176547658043,0.1540454492187327,419.0
"88.5282216,25.0174438","88.4438052,24.8595",R547-5,Saraigachhi (Int.with Z5456)-Adda Bazar(int.with Z6812),19.825,3810.0,0.046685455213821836,0.007901668129938543,0.20393700787401575,0.1535038531435707,420.0
"89.2832771,25.2368052","89.2524167,25.2565278",R585-3,Goraghat bazar (Int.with Z5852)-Goraghat (Int.with Z5856),4.119,6221.0,0.0762284033819385,0.028094820017559263,0.18357177302684455,0.15340877596340738,421.0
"90.3947497,24.5827493","90.41,24.7163889",N3-17R,Trisal (Int.with Z3034)-Int.with N309(Left) (Right),15.462,4237.0,0.05191765714985908,0.004389815627743634,0.20415388246400756,0.1532955039258017,422.0
"88.1604444,24.698583","88.1704438,24.7269438",N6-27,Salimabad (Int. with Z6816)-Kanshat(Int. with Z6802),3.445,2371.0,0.029052812155373114,0.1650570676031607,0.1172501054407423,0.15290243947539747,423.0
"89.7519444,23.726666","89.7422497,23.7172216",N7-2,Jamtala (Int.with Z7106)-Goalanda (Zamindar Bridge) Int.with Z7108,1.27,7435.0,0.09110403136870482,0.014925373134328358,0.18614660390047075,0.15289641197700696,424.0
"88.4438052,24.8595","88.3315271,24.8238882",R547-6,Adda Bazar(int.with Z6812)-Rohonpur(int.with Z6802),12.215,3810.0,0.046685455213821836,0.0052677787532923615,0.20393700787401575,0.15245029739291224,425.0
"89.1428886,24.4999719","89.0449163,24.4477219",N502-5,Int.with Z5209 (Shingra)-Dalsarker (Int.with Z5211),12.43,5946.0,0.07285871829432668,0.000877963125548727,0.1987891019172553,0.1523696594072323,426.5
"89.0449163,24.4477219","88.9961108,24.4118889",N502-6,"Dalsarker (Int.with Z5211)-Madrasha more, Natore (Int.with N602)",7.16,5946.0,0.07285871829432668,0.000877963125548727,0.1987891019172553,0.1523696594072323,426.5
"89.8833049,23.5035833","89.8513889,23.5677771",N804-3,Talma (Int. with Z8404) -Munshipara (Int. with N808),8.551,7692.0,0.09425315525058203,0.007023705004389816,0.18876755070202808,0.1521777441387952,428.0
"89.8513889,23.5677771","89.8273049,23.5998886",N804-4,Munshipara (Int. with N808) -Faridpur (Alipur) Int. with N803,4.412,7692.0,0.09425315525058203,0.006145741878841088,0.18876755070202808,0.15182655888857569,429.0
"91.2212216,22.95725","91.1230549,22.9460274",N104-7,Kallandi (Int.with Z1421)- Chowmohoni (Int.with Z1420),10.297,8738.0,0.1070702119838255,0.06584723441615452,0.150263218127718,0.15164790750014437,430.0
"90.5966941,24.6885274","90.61010048208092,24.57317323179191",R360-3,Iswarganj (int with Z3710) - Kanurampur (int with Z3034),14.545,7602.0,0.09315034922190908,0.03775241439859525,0.17008681925808997,0.15133243820779513,431.0
"92.0135833,24.8575","92.1478608,24.9025833",R250-3,Golapganj(Int. with R251) - Charkhai (Int. with R281),15.241,6758.0,0.08280847935302046,0.007023705004389816,0.19029298609055934,0.15094352526273025,432.0
"89.7870552,23.7689716","89.7519444,23.726666",N7-1,Dauladia-Jamtala (Int.with Z7106),6.4,7435.0,0.09110403136870482,0.009657594381035995,0.18614660390047075,0.15078930047569,433.0
"91.9277216,24.8581944","92.0135833,24.8575",R250-2,Int. with N210 - Golapganj(Int. with R251),9.496,6758.0,0.08280847935302046,0.006145741878841088,0.19029298609055934,0.15059234001251076,434.0
"89.3453886,25.1535556","89.2832771,25.2368052",R585-2,Kata(Int.with Z5855)-Goraghat bazar (Int.with Z5852),11.335,6221.0,0.0762284033819385,0.02019315188762072,0.18357177302684455,0.15024810871143196,435.0
"90.6465274,23.1651667","90.7282216,23.1449997",R860-7,Harina Ferryghat (int.with Z1403)-Vatialpur (Int.withR140),10.805,1055.0,0.01292733733611077,0.0052677787532923615,0.2104265402843602,0.15018566532576205,436.0
"91.2809438,22.940083","91.2212216,22.95725",N104-6,Tulatali (Int.with Z1030)- Kallandi (Int.with Z1421),6.693,8738.0,0.1070702119838255,0.06057945566286215,0.150263218127718,0.1495407959988274,437.0
"91.8681382,24.8859997","91.9277216,24.8581944",R250-1,"Keen Bridge, Sylhet (road start,int with N205)- Int. with N210",7.145,6758.0,0.08280847935302046,0.003511852502194908,0.19029298609055934,0.1495387842618523,438.0
"90.508,24.7372774","90.5966941,24.6885274",R360-2,Gazipur (int with Z3615) - Iswarganj (int with Z3710),11.704,7602.0,0.09315034922190908,0.030728709394205446,0.17008681925808997,0.14852295620603922,439.0
"91.8700271,24.9051111","91.8804993,24.9066389",R248-1,Ambarkhana(int.with Z2801)-int.with R247,1.341,6758.0,0.08280847935302046,0.000877963125548727,0.19029298609055934,0.14848522851119383,440.5
"91.8804993,24.9066389","91.9002778,24.896333",R248-2,Int.with R247-Tilagar point (int.with N2),2.916,6758.0,0.08280847935302046,0.000877963125548727,0.19029298609055934,0.14848522851119383,440.5
"91.8803049,24.9064444","91.8791382,24.8995552",R247-1,Shahi Eidgah point(int.wisth R248)-Kumarpara(int.with R249),1.188,6758.0,0.08280847935302046,0.0,0.19029298609055934,0.14813404326097435,442.0
"89.4466663,25.8063889","89.51038426135504,25.8533943357587",N506-3,Tista (Int.with Z5611)-Barabari (Int.with N509),9.964,7829.0,0.09593187109422865,0.004389815627743634,0.183548345893473,0.14785126976496005,443.0
"91.2128611,23.4541389","91.2533889,23.4593056",N101-1,Comilla (Balutopa)- Bibirbazar Land Port,6.021,9708.0,0.11895601029285627,0.0,0.1789245982694685,0.1475032204773146,444.0
"89.2623056,25.7161111","89.2872219,25.7342497",N506-1,Rangpur (Trimohoni Chattar) Int.with N517-Mahiganj (Int.with Z5010),3.245,7829.0,0.09593187109422865,0.0026338893766461808,0.183548345893473,0.14714889926452107,445.0
"90.9948886,23.262","90.9570278,23.2491108",R140-8,Jagatpur(int.with Z1401)-Kaliapara(int.with Z1050),4.278,10071.0,0.12340399460850386,0.05531167690956979,0.14467282295700526,0.1468351308470074,446.0
"90.0198882,23.227166","89.9033333,23.1188327",R850-1,Takerhat-Gaindhasur (int.with Z8412),19.07,3989.0,0.048878813870849164,0.0026338893766461808,0.19628979694158938,0.1465479799582741,447.0
"90.9570278,23.2491108","90.9492219,23.2479997",R140-9,Kaliapara(int.with Z1050)-Doabhanga(int.with Z1824),0.805,10071.0,0.12340399460850386,0.054433713784021065,0.14467282295700526,0.1464839455967879,448.0
"91.7460552,22.4244716","91.8201104,22.4317771",Z1618-1,Bhatiari-Hathazari,10.982,5496.0,0.0673446881509619,0.0,0.19213973799126638,0.14631816593780264,449.0
"90.3420274,22.6355274","90.3340552,22.605",N8-28,Dapdapia Ferryghat (North End) Int. with Z8056- Bakerkathi (Int.with Z8047),3.585,7910.0,0.0969243965200343,0.09745390693590869,0.12718078381795195,0.1463017602088651,450.0
"89.2872219,25.7342497","89.4466663,25.8063889",N506-2,Mahiganj (Int.with Z5010)-Tista (Int.with Z5611),19.695,7703.0,0.09438794265408651,0.004389815627743634,0.18109827339997403,0.14584845532753343,451.0
"92.1379719,22.648833","92.0384441,22.8130278",R162-1,"Rangamati (Manikchhari, int with N106) - Bogachhari (int with Z1612)",23.95,1225.0,0.015010415390270801,0.0,0.20653061224489797,0.14580144746503032,452.0
"90.234583,24.76075","90.2561944,24.7646389",N401-2,Muktagachha (Int.with Z4101) - Muktagachha (Int.with Z4105),2.229,4795.0,0.05875505452763142,0.004389815627743634,0.19124087591240876,0.1457346743829011,453.5
