start_node,end_node,link_no,name,length,total_traffic,traffic_score,betweenness_score,economic_score,criticality_score,criticality_rank
"89.4168882,24.6694438","89.3837497,24.8058889",N5-29,"Sherpur (Int.with Z5034) -Int.with N515,Sultanganj",16.036,13120,0.160764612,0.806848112,0.369893293,0.610643731,15
"89.4202771,24.6630556","89.4168882,24.6694438",N5-28,Sherpur (Int.with Z5401)-Sherpur (Int.with Z5034),0.804,13120,0.160764612,0.791044776,0.369893293,0.604322397,16
"89.3532222,25.2812493","89.3161389,25.4173604",N5-45,"Palashbari, R555 -Pirganj (Int.with Z5075)",16.14,6116,0.074941796,0.88762072,0.332733813,0.600095409,17
"89.4369441,24.626666","89.4202771,24.6630556",N5-27,Sherpur (Int.with Z5049)-Sherpur (Int.with Z5401),4.56,13120,0.160764612,0.773485514,0.369893293,0.597298692,18
"89.3161389,25.4173604","89.31025,25.4261938",N5-46,Pirganj (Int.with Z5075)-Pirganj (Int.with Z5074),1.145,6116,0.074941796,0.868305531,0.332733813,0.592369334,19
"89.31025,25.4261938","89.2733327,25.5802771",N5-47,"Pirganj (Int.with Z5074) -Mithapukur , R556",17.639,10629,0.130241392,0.847234416,0.262489416,0.546432437,20
"89.2733327,25.5802771","89.2609444,25.7095",N5-48,"Mithapukur , R556 -Rangpur Modern More , N517",14.65,8195,0.100416616,0.824407375,0.279194631,0.542886982,21
"89.2609444,25.7095","89.2330827,25.7423608",N5-49,"Rangpur Modern More, N517 -Rangpur Bus Terminal , Z5025",4.905,10629,0.130241392,0.799824407,0.262489416,0.527468433,22
"89.2330827,25.7423608","89.2313327,25.7648333",N5-50R,"Rangpur Bus Terminal, Z5025 - Medical Mor, int with N517 (Right)",2.525,8195,0.100416616,0.773485514,0.279194631,0.522518238,23
"89.5111111,24.5399997","89.4369441,24.626666",N5-26,"Chandaikona, Z5042-Sherpur (Int.with Z5049)",13,8261,0.10122534,0.754170325,0.275874591,0.512658366,24
"89.2313327,25.7648333","89.1895274,25.8006389",N5-51,"Medical Mor, int with N517-Uttom More (Hazirhat) Z5020",5.91,8195,0.100416616,0.745390694,0.279194631,0.51128031,25
"89.5079167,24.4941941","89.5111111,24.5399997",N5-25,"Bhuyangati Z5041 -Chandaikona, Z5042",5.128,8261,0.10122534,0.73309921,0.275874591,0.50422992,26
"89.5518333,24.4189716","89.5079167,24.4941941",N5-24,"Hatikamrul (Int.with N405, N507) l-Bhuyangati Z5041",10.142,8261,0.10122534,0.710272169,0.275874591,0.495099103,27
"89.5613333,24.3452219","89.5518333,24.4189716",N5-23,"Bhutgacha (Int.with Z5403)-Hatikamrul (Int.with N405, N507)",8.929,8261,0.10122534,0.685689201,0.275874591,0.485265916,28
"89.1895274,25.8006389","89.1470552,25.8111944",N5-52,Uttom More (Hazirhat)Z5020-Int.with R560,4.422,8195,0.100416616,0.670763828,0.279194631,0.481429563,29
"89.5625,24.3249993","89.5613333,24.3452219",N5-22,Ullahpara (Int.with Z5046)-Bhutgacha (Z5403),2.263,8261,0.10122534,0.659350307,0.275874591,0.474730359,30
"91.41,22.9877774","91.4761382,22.9483608",N1-30R,Feni Shahid Minar( Int.with Z1034)-Fazilpur (Z1081) (Right),8.396,11322,0.138732998,0.090430202,0.578519696,0.46391868,31
"89.5633333,24.3075","89.5625,24.3249993",N5-21,Ullahpara (Int.with Z5048)-Ullahpara (Int.with Z5046),1.908,8261,0.10122534,0.631255487,0.275874591,0.463492431,32
"89.5758327,24.2771104","89.5633333,24.3075",N5-20,"Paik Para, Int.with Z5058-Ullahpara (Int.with Z5048)",3.829,8261,0.10122534,0.601404741,0.275874591,0.451552132,33
"91.3137222,23.221416","91.3616667,23.0614722",N1-25R,Chauddagram(Int.with Z1045)-Md. Ali bazar (Int.with Z1031) (Right),19.171,9026,0.110599191,0.093942054,0.564923554,0.450296018,34
"89.0061111,25.8111111","88.9161111,25.7808049",N5-54,"Taraganj (Int.with Z5015)-Sayedpur , N518",9.922,6338,0.077662051,0.60403863,0.277374566,0.448930143,35
"91.3616667,23.0614722","91.3651389,23.0479441",N1-26R,Md. Ali bazar (Int.with Z1031)-Int.with Z1031 (Right),1.382,9026,0.110599191,0.086918349,0.564923554,0.447486536,36
"91.4761382,22.9483608","91.5108611,22.9439441",N1-31R,Fazilpur Z1081 - Muhuriganj Z1032 (Right),3.897,14847,0.181926235,0.093942054,0.537617027,0.445681151,37
"91.271166,23.3347219","91.3137222,23.221416",N1-24R,Miabazar Z1046 - Chauddagram(Int.with Z1045) (Right),13.819,11956,0.146501654,0.067603161,0.56130813,0.444441177,38
"91.3813604,23.0095556","91.41,22.9877774",N1-29R,Feni (Int.with N104) - Feni Shahid Minar (Int.with Z1034) (Right),3.88,14847,0.181926235,0.085162423,0.537617027,0.442169299,39
"89.5863886,24.1733327","89.5758327,24.2771104",N5-19,"Shahazadpur (Int. with Z5410)-Paik Para, Int.with Z5058",12.799,8261,0.10122534,0.569798068,0.275874591,0.438909463,40
"90.7172216,23.5314716","90.7821938,23.530666",N1-12R,Daudkandi Z1062 - Pennai Z1053 (Right),6.922,11583,0.141931136,0.125548727,0.516446516,0.43568709,41
"90.7924441,23.5306938","90.871416,23.5126667",N1-14R,Gouripur (Int.with Z1044) - Eliotganj Z1042 (Right),8.253,11681,0.143131969,0.097453907,0.532231829,0.435603607,42
"90.7821938,23.530666","90.7924441,23.5306938",N1-13R,Pennai Z1053- Gouripur (Int.with Z1044) (Right),1.836,11583,0.141931136,0.124670764,0.516446516,0.435335904,43
"91.1721938,23.4191382","91.271166,23.3347219",N1-23R,Paduar Bazar Biswa Rd. R140 - Miabazar Z1046 (Right),14.296,11956,0.146501654,0.034240562,0.56130813,0.431096137,44
"90.871416,23.5126667","90.9354719,23.5043333",N1-15R,Eliotganj Z1042- Madhaya Z1017 (Right),6.801,11583,0.141931136,0.091308165,0.516446516,0.421990865,45
"88.8862497,25.8063889","88.8762771,25.7733882",N5-56,WAPDA More (Int.with R570)-Sonapukur (Int.with N518),4.175,6338,0.077662051,0.530289728,0.277374566,0.419430582,46
"90.9354719,23.5043333","91.0034722,23.4893886",N1-16R,Madhaya Z1017 - Chandina Z1022 (Right),7.36,11583,0.141931136,0.083406497,0.516446516,0.418830198,47
"91.6280827,22.6733049","91.6799438,22.580666",N1-35R,Baroirdala Z1086- Barabkunda Z1087 (Right),11.799,15679,0.192121064,0.079016681,0.504050003,0.418541061,48
"88.4454441,24.3976663","88.3476386,24.446083",N6-22,Bijoynagar(Int.with R681)-Uzanpara (Int.with R681),11.704,5278,0.064673447,0.250219491,0.438423645,0.416157296,49
"91.6799438,22.580666","91.7573333,22.3996108",N1-36R,Barabkunda Z1087-Fouzderhat Z1016 (Right),22.004,15679,0.192121064,0.072870939,0.504050003,0.416082765,50
"91.3655278,23.0248327","91.3813604,23.0095556",N1-28R,Elahiganj (Feni) Z1030- Feni (Int.with N104) (Right),2.375,12496,0.15311849,0.078138718,0.512083867,0.415944134,51
"90.5406386,23.8346386","90.49766961975308,23.885501909259258",N105-4,Purbachal Road- Ulukhola (Int.with Z3010),7.389,9256,0.113417473,0.009657594,0.560717373,0.414237653,52
"90.49766961975308,23.885501909259258","90.4530278,23.9298327",N105-5,Ulukhola (Int.with Z3010)-Mirer Bazar (Int.with R301),7.548,9256,0.113417473,0.007901668,0.560717373,0.413535282,53
"88.3476386,24.446083","88.3237493,24.4684993",N6-23,Uzanpara (Int.with R681) Godagari (Int.with Z6813),3.605,5278,0.064673447,0.24143986,0.438423645,0.412645443,54
"90.4530278,23.9298327","90.3805549,23.9774993",N105-6,Mirer Bazar (Int.with R301)-Vogra Bypass(Int.with N3),9.84,9256,0.113417473,0.004389816,0.560717373,0.412130541,55
"89.1099722,23.8907219","89.0892219,23.9319716",N704-6,"Chowrhash More (Int.with R710) -Trimohoni, Kushtia (Int.with R745)",6.608,10711,0.131246171,0.308165057,0.377649146,0.410629372,56
"88.3237493,24.4684993","88.2820271,24.5915552",N6-24,"Godagari (Int.with Z6813)-Bishaw road more, Bus Terminal,Nawabganj",15.305,5278,0.064673447,0.230904302,0.438423645,0.40843122,57
"91.3651389,23.0479441","91.3655278,23.0248327",N1-27R,Int.with Z1031 - Elahiganj (Feni) Z1030 (Right),2.783,14584,0.17870359,0.104477612,0.478058146,0.408070653,58
"88.8762771,25.7733882","88.7844441,25.7743882",N5-57,"Sonapukur (Int.with N518)-Ranirbandar, Z5005",9.382,6338,0.077662051,0.490781387,0.277374566,0.403627245,59
"90.6121944,23.6095556","90.6559444,23.5590278",N1-9R,Meghna Bridge Satrt-Bhaberchar (Left) z1063 (Right),7.372,14822,0.1816199,0.117647059,0.457765484,0.399890944,60
"88.5450552,24.3830271","88.5446663,24.3832216",N6-20,Kashiadanga(Int.with N603)-Kashiadanga(Int.with Z6809),0.05,7409,0.090785443,0.262510975,0.394655149,0.396033881,61
"88.5446663,24.3832216","88.4454441,24.3976663",N6-21,Kashiadanga(Int.with Z6809)-Bijoynagar(Int.with R681),10.941,7409,0.090785443,0.257243196,0.394655149,0.39392677,62
"91.0034722,23.4893886","91.0590278,23.4815271",N1-17R,Chandina Z1022 - Nimsar (Int.with Z1219 & Z1028) (Right),5.951,14213,0.174157579,0.073748903,0.471680856,0.390460582,63
"90.5688049,23.7851941","90.5406386,23.8346386",N105-3,Bhulta (Int.with N2)-Purbachal Road,8.418,11834,0.145006739,0.009657594,0.51335136,0.387805705,64
"88.7844441,25.7743882","88.6738049,25.7565",N5-58,"Ranirbandar, Z5005 -Beldanga, N508",12.58,6338,0.077662051,0.44951712,0.277374566,0.387121539,65
"91.0590278,23.4815271","91.118166,23.4789716",N1-18R,Nimsar (Int.with Z1219 & Z1028) - Mainamati N102 (Right),6.257,14213,0.174157579,0.062335382,0.471680856,0.385895174,66
"89.1470552,25.8111944","89.0061111,25.8111111",N5-53,Int.with R560- Taraganj (Int.with Z5015),14.088,7899,0.096789609,0.638279192,0.156981896,0.383209998,67
"90.6952219,23.529916","90.7172216,23.5314716",N1-11R,Daudkandi Bridge- Daudkandi Z1062 (Right),2.195,14551,0.178299228,0.124670764,0.429386296,0.382414359,68
"90.6559444,23.5590278","90.6952219,23.529916",N1-10R,Bhaberchar(Int.with Z1063)-Daudkandi Bridge (Left) (Right),5.335,14551,0.178299228,0.122036874,0.429386296,0.381360803,69
"91.118166,23.4789716","91.142333,23.459",N1-19R,Mainamati N102- Int.with Z1029 (Right),4.051,14213,0.174157579,0.049165935,0.471680856,0.380627395,70
"91.5346941,22.8939997","91.5713327,22.7771104",N1-33R,Baraiyerhat R151- Mirersarai Z1021 (Right),13.781,12098,0.148241637,0.095697981,0.450405026,0.379346494,71.5
"91.5108611,22.9439441","91.5346941,22.8939997",N1-32R,Muhuriganj Z1032-Baraiyerhat R151 (Right),6.101,12098,0.148241637,0.095697981,0.450405026,0.379346494,71.5
"91.5713327,22.7771104","91.6280827,22.6733049",N1-34R,Mirersarai Z1021 - Baroirdala Z1086 (Right),13.139,12098,0.148241637,0.093942054,0.450405026,0.378644123,73
"90.5948052,23.6358608","90.6121944,23.6095556",N1-8R,Mograpara(Int.with Z1089)-Meghna Bridge West End (Left) (Right),3.52,14551,0.178299228,0.111501317,0.429386296,0.37714658,74
"91.142333,23.459","91.1481386,23.4469441",N1-20R,Int.with Z1029 - Int.with Z1052 (Right),1.469,14213,0.174157579,0.017559263,0.471680856,0.367984726,75
"88.9570556,24.4063889","88.8391663,24.3721382",N6-15,Bus Stand(Int.with N602)-Puthia (Int.with Z6019),13.42,10380,0.127190295,0.262510975,0.325337187,0.355387037,76
"88.9161111,25.7808049","88.8862497,25.8063889",N5-55,"Sayedpur, N518 - WAPDA More (Int.with R570)",4.708,7899,0.096789609,0.568042142,0.156981896,0.355115178,77
"88.8391663,24.3721382","88.7550556,24.3667216",N6-16,Puthia (Int.with Z6019)-Baneswar (Int.with Z6006),9.836,10680,0.130866315,0.266022827,0.318445693,0.352762066,78
"89.0705827,24.3443052","89.0076389,24.4103889",N6-13,Ahmedpur (Int. with Z6015)-Harishpur (Int.with N602 ),10.58,10380,0.127190295,0.250219491,0.325337187,0.350470443,79
"90.5671104,23.6604167","90.5948052,23.6358608",N1-7R,Langalband - Mograpara Chowrasta (Left)Z1089 (Right),4.109,23879,0.292598946,0.103599649,0.360861008,0.349466112,80
"89.0076389,24.4103889","88.9570556,24.4063889",N6-14,Harishpur (Int.with N602 )-Bus Stand(Int.with N602),5.63,10680,0.130866315,0.257243196,0.318445693,0.349250214,81
"90.546583,23.6904163","90.5671104,23.6604167",N1-6R,Madanpur - Langalband (Left)Z1061 (Right),3.999,23879,0.292598946,0.093942054,0.360861008,0.345603074,82
"89.0921663,23.8800827","89.1099722,23.8907219",N704-5,"Bottoli More (Kushtia,Int.with R747)-Chowrhash More (Int.with R710)",2.208,10711,0.131246171,0.141352063,0.377649146,0.343904174,83
"89.1654444,23.2180827","89.1911663,23.1810549",N7-19,Churamonkathi Bazar ( Z7031)-Palbari (Int.with N707),4.979,7771,0.095221174,0.215978929,0.344099858,0.343353278,84
"90.4008333,23.8943052","90.3886386,23.891333",R303-1,Start from int.with N2 - end at Ranabhola (int.with N302),1.401,23157,0.283751991,0,0.411063609,0.340967936,85
"89.1381663,23.3808327","89.1654444,23.2180827",N7-18,Dulal Mondia Bazar Z7057 -Churamonkathi Bazar ( Z7031),18.694,7771,0.095221174,0.209833187,0.344099858,0.340894981,86
"91.8461663,24.8607778","91.824666,24.9129167",R283-1,"Amedpur (link road start, int with N2) - Kumargoan (link end, int with R280)",6.625,3078,0.037715966,0,0.481806368,0.340673678,87
"90.5877774,23.7314716","90.5688049,23.7851941",N105-2,"Nayapur, Bostail(Int.with R114)-Bhulta (Int.with N2)",6.494,11587,0.141980149,0.007901668,0.446189695,0.340061108,88
"89.1553611,23.7188882","89.0921663,23.8800827",N704-4,"Shekhpara(Int.with Z7405)-Bottoli More (Kushtia,Int.with R747)",20.035,10711,0.131246171,0.128182616,0.377649146,0.338636395,89
"89.1350552,23.4085556","89.1381663,23.3808327",N7-17,Kaliganj Bus stand (Int.with R748)-Dulal Mondia Bazar Z7057,3.09,7771,0.095221174,0.201931519,0.344099858,0.337734314,90
"91.0460552,23.2705271","90.9948886,23.262",R140-7,Mudaffarganj(int.with Z1414)-Jagatpur(int.with Z1401),5.357,5200,0.063717682,0.054433714,0.436730769,0.336481344,91
"91.0843608,23.3105556","91.0460552,23.2705271",R140-6,Bijrabazar(int.with Z1047)-Mudaffarganj(int.with Z1414),6.01,5200,0.063717682,0.051799824,0.436730769,0.335427788,92
"91.1385274,23.3540833","91.0843608,23.3105556",R140-5,Mogbari(int.with Z1401)-Bijrabazar(int.with Z1047),7.475,5200,0.063717682,0.047410009,0.436730769,0.333671862,93
"89.1775827,23.5850274","89.1553611,23.7188882",N704-3,Amtali (Int.with Z7404)-Shekhpara (Int.with Z7405),16.725,10711,0.131246171,0.111501317,0.377649146,0.331963876,94
"90.443333,23.7060278","90.4504722,23.7027778",N1-1R,Jatrabari - Int.with Z1101 (Left) (Right),0.822,21537,0.263901483,0.019315189,0.388587083,0.329183193,95
"90.4504722,23.7027778","90.4805271,23.6938052",N1-2R,Int.with Z1101 - Signboard (Left) R111 (Right),3.353,19357,0.23718907,0.037752414,0.381825696,0.326540644,96
"89.0892219,23.9319716","89.0156944,24.0201382",N704-7,"Trimohoni, Kushtia (Int.with R745)-Int.with Z7411 (Bheramara)",14.26,10711,0.131246171,0.097453907,0.377649146,0.326344912,97
"89.1740827,23.5537222","89.1775827,23.5850274",N704-2,Arappur (Int.with N7)-Amtali (Int.with Z7404),3.54,10711,0.131246171,0.091308165,0.377649146,0.323886615,98
"88.6738049,25.7565","88.6552222,25.8546944",N5-59,"Beldanga, N508 -Birganj (Int.with Z5007)",11.97,4505,0.055201568,0.406496927,0.213762486,0.32143871,99
"90.5134167,23.7249438","90.5402774,23.7466386",N2-2,Tarabo(Int with R 201)-Barpa(Int. with Z1090 LGED Road),3.763,17957,0.22003431,0.023705004,0.379517737,0.315894959,100
"90.4011389,23.8805827","90.3884441,23.891583",N302-1,Abdullahpur-Rana Bhola (Int.with R303),2.375,27417,0.335951477,0.004389816,0.356457672,0.315408131,101
"89.0156944,24.0201382","89.01225,24.0404441",N704-8,Int.with Z7411 (Bheramara)-Int.with Z7409 (Bheramara),2.377,10711,0.131246171,0.064969271,0.377649146,0.313351057,102
"89.2931663,24.3481108","89.1511667,24.3170827",N507-4,Int.with Z5209-Laxmikul (Int.with Z6015),15.22,5254,0.064379365,0.016681299,0.424628854,0.31314521,103
"89.3623611,24.3671104","89.2931663,24.3481108",N507-3,Hamkuria (Int.with R604 and Z6034)-Int.with Z5209,7.75,5254,0.064379365,0.014925373,0.424628854,0.31244284,104
"90.5215271,23.7060833","90.546583,23.6904163",N1-5R,Katchpur - Madanpur (Left)N105 (Right),3.173,24589,0.30129886,0.082528534,0.316930335,0.312403109,105
"89.4122778,24.3796382","89.3623611,24.3671104",N507-2,Int.with Z5046-Hamkuria (Int.with R604 and Z6034),5.32,5254,0.064379365,0.013169447,0.424628854,0.311740469,106
"89.5518056,24.4192216","89.4122778,24.3796382",N507-1,Hatikamrul (Int.with N5)-Int.with Z5046,15.04,5254,0.064379365,0.007023705,0.424628854,0.309282173,107
"92.06108684571824,21.89646793301105","92.0689993,21.8322216",N1-54,Harbang (Int.with Z1124) - Ekatabazar Z1125,7.486,12623,0.154674672,0.199297629,0.286857324,0.308992833,108
"89.1728604,23.5456941","89.1740827,23.5537222",N704-1,Jhenaidah(Bata More)-Arappur (Int.with N7),0.922,10711,0.131246171,0.053555751,0.377649146,0.308785649,109
"90.1545833,23.9179716","90.0388886,23.9001389",N5-6,Kalampur Bus Stand(Int.with Z5061) -Golra (Int.with Z5063),12.318,11498,0.140889597,0.025460931,0.390937554,0.308664276,110.5
"90.2121944,23.9078611","90.1545833,23.9179716",N5-5,Dulivita(Int.with R315) -Kalampur Bus Stand (Int.with Z5061),6.105,11498,0.140889597,0.025460931,0.390937554,0.308664276,110.5
"89.1511667,24.3170827","89.0806382,24.2984719",N507-5,Laxmikul (Int.with Z6015)-Banpara,6.92,5254,0.064379365,0.004389816,0.424628854,0.308228617,112
"90.2584722,23.9132778","90.2121944,23.9078611",N5-4,Nabinagar(Int.with N540)-Dulivita (Int.with R315),4.732,11498,0.140889597,0.023705004,0.390937554,0.307961905,113.5
"90.0388886,23.9001389","89.9988052,23.8706938",N5-7,Golra(Int.with Z5063) -Manikganj (Int.with R504),5.757,11498,0.140889597,0.023705004,0.390937554,0.307961905,113.5
"89.1979997,23.1448052","88.9993886,23.0581111",N706-2,Chanchra More( Int with N7)-Navaron ( Int with R765),23.17,5707,0.069930156,0.002633889,0.421762748,0.306654721,115
"89.9988052,23.8706938","89.9523611,23.8495552",N5-8,Manikganj (Int.with R504) -Baniajuri (Int.with Z5064),6.12,11498,0.140889597,0.020193152,0.390937554,0.306557164,116
"88.9993886,23.0581111","88.8841663,23.0389441",N706-3,Navaron ( Int With R765)- Benapole,12.2,5707,0.069930156,0.001755926,0.421762748,0.306303536,117
"92.0657222,21.9720827","92.0611667,21.9031667",N1-52,Chunati R171 - Aziznagar Z1007,8.146,12623,0.154674672,0.192273924,0.286857324,0.306183351,118.5
"92.0611667,21.9031667","92.06108684571824,21.89646793301105",N1-53,Aziznagar (Int.with Z1007)-Harbang (Int.with Z1124),0.628,12623,0.154674672,0.192273924,0.286857324,0.306183351,118.5
"89.01225,24.0404441","89.0661667,24.0756938",N704-9,Int.with Z7409 (Bheramara)-Ruppur(Int.with N705),7.599,10711,0.131246171,0.043898156,0.377649146,0.304922611,120
"89.9523611,23.8495552","89.8720827,23.8348886",N5-9,Baniajuri (Int.with Z5064) -Barangail (Int.with R506),8.41,11498,0.140889597,0.014925373,0.390937554,0.304450053,121
"89.3871941,25.136333","89.3453886,25.1535556",R585-1,Gobindaganj-Kata(Int.with Z5855),4.675,7961,0.09754932,0.010535558,0.405225474,0.303905022,122
"88.6552222,25.8546944","88.6543056,25.8623056",N5-60,Birganj (Int.with Z5007) - Birganj (Int.with Z5008),0.79,4505,0.055201568,0.361720808,0.213762486,0.303528262,123
"89.2373052,23.1431386","89.25025,23.1388608",N7-22,Murail (Int.with N707) - Rajarhat R755,1.5,10638,0.130351673,0.223880597,0.269317541,0.301834066,124
"92.1078333,22.0449719","92.0657222,21.9720827",N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171",10.141,12623,0.154674672,0.180860404,0.286857324,0.301617943,125
"89.6078611,23.7541111","89.575666,23.7973052",R711-1,Bagmara(Int.with R710)-Joukura Ferryghat,6.48,4490,0.055017767,0,0.420267261,0.301584679,126
"89.1967219,23.1445552","89.2373052,23.1431386",N7-21,Chanchra More (Int.with N706) -Murail (Int.with N707),4.317,10638,0.130351673,0.223002634,0.269317541,0.301482881,127.5
"89.25025,23.1388608","89.3534444,23.097083",N7-23,Rajarhat R755- Prembag (Int.with Z7049),14.09,10638,0.130351673,0.223002634,0.269317541,0.301482881,127.5
"89.1911663,23.1810549","89.1967219,23.1445552",N7-20,Palbari (Int.with N707)-Chanchra More (Int.with N706),4.14,10638,0.130351673,0.220368745,0.269317541,0.300429325,129.5
"89.3534444,23.097083","89.3556111,23.0910552",N7-24,Prembag (Int.with Z7049) -Prembag Int.with Z7048,0.726,10638,0.130351673,0.220368745,0.269317541,0.300429325,129.5
"89.0798327,24.2984441","89.0705827,24.3443052",N6-12,Banpara (Int.with N507)-Ahmedpur (Int. with Z6015),5.22,9553,0.117056733,0.24143986,0.2586622,0.29883147,131
"89.3556111,23.0910552","89.471916,22.9763049",N7-25,Prembag Int.with Z7048 -Phultala Int.with Z7030,18.211,10638,0.130351673,0.215978929,0.269317541,0.298673399,132
"90.4266104,24.187833","90.4125278,24.2204716",N3-10R,Bairagirchala (Int. with Z3009) -Mawna (Int.with R313)(Left) (Right),3.974,9079,0.111248621,0.025460931,0.382090539,0.296619078,133
"90.3620556,23.8921663","90.3314438,23.8975274",N302-3,Dhaur (Int.with N501)-Ashulia(Int.with N511),3.216,26953,0.330265899,0.009657594,0.327124995,0.296096932,134.5
"90.3314438,23.8975274","90.3180827,23.9139722",N302-4,Ashulia(Int.with N511)-Zerabo (Int.with Z3007),2.64,26953,0.330265899,0.009657594,0.327124995,0.296096932,134.5
"89.0823049,24.2859163","89.0798327,24.2984441",N6-11,Banpara (Int.with Z6014)-Banpara (Int.with N507),1.42,9553,0.117056733,0.230904302,0.2586622,0.294617247,136
"91.949583,24.9163056","92.1095833,25.0654444",N2-27,Int. with N210-Darbast(Int. with Z2011),24.199,5560,0.068128906,0.000877963,0.404856115,0.29390252,137.5
"91.878416,24.8937497","91.949583,24.9163056",N2-26,Nayarpool(Int.with N206)-Int. with N210,8.035,5560,0.068128906,0.000877963,0.404856115,0.29390252,137.5
"90.4125278,24.2204716","90.4096667,24.2261104",N3-11R,Mawna (Int.with R313)-Mawna (Int.with R314) (Left) (Right),0.71,9079,0.111248621,0.018437226,0.382090539,0.293809596,139
"90.4096667,24.2261104","90.3861386,24.4048056",N3-12R,Mawna (Int.with R314) -Bhaluka (Int.with Z3030) (Left) (Right),20.735,9079,0.111248621,0.009657594,0.382090539,0.290297744,140
"88.549333,26.3268049","88.4912774,26.4702216",N5-65,Panchgarh int. with Z5001- Nizbari int. with Z5060,23.517,2612,0.032005882,0.111501317,0.34532925,0.2897692,141
"89.0964441,24.2456386","89.0823049,24.2859163",N6-10,Kadamchilan (Int.with Z6022)-Banpara (Int.with Z6014),4.8,9553,0.117056733,0.218612818,0.2586622,0.289700653,142
"90.1391941,23.1541389","90.1878052,23.1021944",N8-17,Mostofapur (int.with R860)-Int.with Z8603,7.678,5084,0.062296287,0.223002634,0.271833202,0.289611182,143.5
"89.9982497,23.3092778","90.0199993,23.2272216",N8-15,Baraitola (int.with Z8021)-Takerhat (int.with R850),9.804,5084,0.062296287,0.223002634,0.271833202,0.289611182,143.5
"90.3884441,23.891583","90.3620556,23.8921663",N302-2,Rana Bhola (Int.with R303)-Dhaur (Int.with N501),3.139,25025,0.306641343,0.007901668,0.325194805,0.289335078,145
"88.7550556,24.3667216","88.7261104,24.3661944",N6-17,Baneswar (Int.with Z6006)-Belpukur(Int.with N603),3.059,8496,0.104104889,0.267778753,0.23222693,0.288498788,146.5
"88.7261104,24.3661944","88.6296104,24.3628333",N6-18,Belpukur(Int.with N603)-BIT More (Int.with Z6010),10.145,8496,0.104104889,0.267778753,0.23222693,0.288498788,146.5
"90.1878052,23.1021944","90.2100556,23.0744438",N8-18,Int.with Z8603-Bhurghata (int.with Z8604),3.975,5163,0.063264306,0.220368745,0.270579121,0.287884133,148
"88.6296104,24.3628333","88.5450552,24.3830271",N6-19,BIT More (Int.with Z6010)-Kashiadanga(Int.with N603),9.795,8496,0.104104889,0.266022827,0.23222693,0.287796417,149
"89.170916,23.5325827","89.1696104,23.5230549",N712-4,Int with N703-Alhera bus Stand,1,8580,0.105134175,0.104477612,0.324009324,0.286844357,150
"90.2100556,23.0744438","90.2222771,22.9725549",N8-19,Bhurghata (int.with Z8604)-Gouranadi (int.with Z8031),11.862,5163,0.063264306,0.215978929,0.270579121,0.286128207,151
